Time,Gene_Name,KEGG_ID,Pathway_ID,Pathway_info,Pathway_details,FC,p_adj
36,rne,K08300,9122,Translation,03009 Ribosome biogenesis [BR:ko03009],0.556146182,0.014343858
0,rnhA,K03469,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],-0.049484463,0.999823315
12,rnhA,K03469,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],0.013036615,0.989467952
24,rnhA,K03469,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],-2.052416665,1.24e-9
36,rnhA,K03469,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],-1.060485026,1.88e-6
0,rnhA,K03469,9124,Replication and repair,03030 DNA replication [PATH:ko03030],-0.049484463,0.999823315
12,rnhA,K03469,9124,Replication and repair,03030 DNA replication [PATH:ko03030],0.013036615,0.989467952
24,rnhA,K03469,9124,Replication and repair,03030 DNA replication [PATH:ko03030],-2.052416665,1.24e-9
36,rnhA,K03469,9124,Replication and repair,03030 DNA replication [PATH:ko03030],-1.060485026,1.88e-6
0,rnhB,K03470,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],0.979698936,0.652363842
12,rnhB,K03470,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],2.599510968,1.11e-12
24,rnhB,K03470,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],3.67048973,3.23e-13
36,rnhB,K03470,9124,Replication and repair,03032 DNA replication proteins [BR:ko03032],0.818688476,0.008323172
0,rnhB,K03470,9124,Replication and repair,03030 DNA replication [PATH:ko03030],0.979698936,0.652363842
12,rnhB,K03470,9124,Replication and repair,03030 DNA replication [PATH:ko03030],2.599510968,1.11e-12
24,rnhB,K03470,9124,Replication and repair,03030 DNA replication [PATH:ko03030],3.67048973,3.23e-13
36,rnhB,K03470,9124,Replication and repair,03030 DNA replication [PATH:ko03030],0.818688476,0.008323172
0,rnj,K12574,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-0.21487425,0.999823315
12,rnj,K12574,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-0.377657406,0.336273244
24,rnj,K12574,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-1.883923535,4.18e-9
36,rnj,K12574,9122,Translation,03019 Messenger RNA Biogenesis [BR:ko03019],-0.722347795,1.72487e-4
0,rnj,K12574,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-0.21487425,0.999823315
12,rnj,K12574,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-0.377657406,0.336273244
24,rnj,K12574,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-1.883923535,4.18e-9
36,rnj,K12574,9123,"Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],-0.722347795,1.72487e-4
0,rnpA,K03536,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],-0.050103896,0.999823315
12,rnpA,K03536,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],0.379382882,0.194784526
24,rnpA,K03536,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],-0.209931787,0.646712804
36,rnpA,K03536,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],0.414654763,0.10485421
0,rnz,K00784,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],0.239449789,0.999823315
12,rnz,K00784,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],0.917295098,9.31826e-4
24,rnz,K00784,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],1.403649672,4.17e-5
36,rnz,K00784,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016],0.093204998,0.71297194
0,rnz,K00784,9122,Translation,03013 RNA transport [PATH:ko03013],0.239449789,0.999823315
12,rnz,K00784,9122,Translation,03013 RNA transport [PATH:ko03013],0.917295098,9.31826e-4
24,rnz,K00784,9122,Translation,03013 RNA transport [PATH:ko03013],1.403649672,4.17e-5
36,rnz,K00784,9122,Translation,03013 RNA transport [PATH:ko03013],0.093204998,0.71297194
0,rodA,K05837,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036],0.205424972,0.999823315
12,rodA,K05837,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036],1.244530681,9.31826e-4
24,rodA,K05837,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036],1.67133617,5.27e-5
36,rodA,K05837,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036],0.976387339,9.60719e-4
0,rot,K03767,9143,Cell growth and death,04217 Necroptosis [PATH:ko04217],-0.123815426,0.999823315
12,rot,K03767,9143,Cell growth and death,04217 Necroptosis [PATH:ko04217],-0.013035519,0.988419529
24,rot,K03767,9143,Cell growth and death,04217 Necroptosis [PATH:ko04217],-1.504128988,2.16e-5
36,rot,K03767,9143,Cell growth and death,04217 Necroptosis [PATH:ko04217],-0.374900272,0.132770965
0,rot,K03767,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.123815426,0.999823315
12,rot,K03767,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.013035519,0.988419529
24,rot,K03767,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-1.504128988,2.16e-5
36,rot,K03767,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110],-0.374900272,0.132770965
0,rot,K01802,9192,Genetic information processing,99975 Protein folding and associated processing,-0.123815426,0.999823315
12,rot,K01802,9192,Genetic information processing,99975 Protein folding and associated processing,-0.013035519,0.988419529
24,rot,K01802,9192,Genetic information processing,99975 Protein folding and associated processing,-1.504128988,2.16e-5
36,rot,K01802,9192,Genetic information processing,99975 Protein folding and associated processing,-0.374900272,0.132770965
0,rot,K03767,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-0.123815426,0.999823315
12,rot,K03767,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-0.013035519,0.988419529
24,rot,K03767,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-1.504128988,2.16e-5
36,rot,K03767,9141,Transport and catabolism,04147 Exosome [BR:ko04147],-0.374900272,0.132770965
0,rpaA,K10697,9132,Signal transduction,02022 Two-component system [BR:ko02022],-0.074273155,0.999823315
12,rpaA,K10697,9132,Signal transduction,02022 Two-component system [BR:ko02022],-0.666176802,0.057354298
24,rpaA,K10697,9132,Signal transduction,02022 Two-component system [BR:ko02022],-1.856374022,4.22e-10
36,rpaA,K10697,9132,Signal transduction,02022 Two-component system [BR:ko02022],-1.04531824,8.16e-7
0,rpaA,K10697,9132,Signal transduction,02020 Two-component system [PATH:ko02020],-0.074273155,0.999823315
12,rpaA,K10697,9132,Signal transduction,02020 Two-component system [PATH:ko02020],-0.666176802,0.057354298
24,rpaA,K10697,9132,Signal transduction,02020 Two-component system [PATH:ko02020],-1.856374022,4.22e-10
36,rpaA,K10697,9132,Signal transduction,02020 Two-component system [PATH:ko02020],-1.04531824,8.16e-7
0,rpaB,K11329,9132,Signal transduction,02022 Two-component system [BR:ko02022],-0.138276571,0.999823315
12,rpaB,K11329,9132,Signal transduction,02022 Two-component system [BR:ko02022],-0.170271959,0.739381685
24,rpaB,K11329,9132,Signal transduction,02022 Two-component system [BR:ko02022],-2.227540473,3.21e-14
36,rpaB,K11329,9132,Signal transduction,02022 Two-component system [BR:ko02022],-0.864913245,7.61e-5
0,rpaB,K11329,9132,Signal transduction,02020 Two-component system [PATH:ko02020],-0.138276571,0.999823315
12,rpaB,K11329,9132,Signal transduction,02020 Two-component system [PATH:ko02020],-0.170271959,0.739381685
24,rpaB,K11329,9132,Signal transduction,02020 Two-component system [PATH:ko02020],-2.227540473,3.21e-14
36,rpaB,K11329,9132,Signal transduction,02020 Two-component system [PATH:ko02020],-0.864913245,7.61e-5
0,rpe,K01783,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],-0.458662751,0.999823315
12,rpe,K01783,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],-0.419050468,0.342758592
24,rpe,K01783,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],-2.663250456,7.46e-19
36,rpe,K01783,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],-0.640656775,6.39918e-4
0,rpe,K01783,9101,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],-0.458662751,0.999823315
12,rpe,K01783,9101,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],-0.419050468,0.342758592
24,rpe,K01783,9101,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],-2.663250456,7.46e-19
36,rpe,K01783,9101,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],-0.640656775,6.39918e-4
0,rpe,K01783,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],-0.458662751,0.999823315
12,rpe,K01783,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],-0.419050468,0.342758592
24,rpe,K01783,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],-2.663250456,7.46e-19
36,rpe,K01783,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],-0.640656775,6.39918e-4
0,rpiA,K01807,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],-0.260004935,0.999823315
12,rpiA,K01807,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],-0.160270962,0.706134073
24,rpiA,K01807,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],-1.581351224,1.63e-6
36,rpiA,K01807,9102,Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],-0.657275536,0.001030633
0,rpiA,K01807,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],-0.260004935,0.999823315
12,rpiA,K01807,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],-0.160270962,0.706134073
24,rpiA,K01807,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],-1.581351224,1.63e-6
36,rpiA,K01807,9101,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],-0.657275536,0.001030633
0,rplA,K02863,9122,Translation,03011 Ribosome [BR:ko03011],-0.073840922,0.999823315
12,rplA,K02863,9122,Translation,03011 Ribosome [BR:ko03011],-0.241271501,0.475847512
24,rplA,K02863,9122,Translation,03011 Ribosome [BR:ko03011],-1.081231595,2.75993e-4
36,rplA,K02863,9122,Translation,03011 Ribosome [BR:ko03011],-0.356539111,0.040352957
0,rplA,K02863,9122,Translation,03010 Ribosome [PATH:ko03010],-0.073840922,0.999823315
12,rplA,K02863,9122,Translation,03010 Ribosome [PATH:ko03010],-0.241271501,0.475847512
24,rplA,K02863,9122,Translation,03010 Ribosome [PATH:ko03010],-1.081231595,2.75993e-4
36,rplA,K02863,9122,Translation,03010 Ribosome [PATH:ko03010],-0.356539111,0.040352957
0,rplB,K02886,9122,Translation,03010 Ribosome [PATH:ko03010],-0.044469801,0.999823315
12,rplB,K02886,9122,Translation,03010 Ribosome [PATH:ko03010],0.017388104,0.98818968
24,rplB,K02886,9122,Translation,03010 Ribosome [PATH:ko03010],-1.609825704,3.29e-7
36,rplB,K02886,9122,Translation,03010 Ribosome [PATH:ko03010],-0.548059593,0.003563117
0,rplB,K02886,9122,Translation,03011 Ribosome [BR:ko03011],-0.044469801,0.999823315
12,rplB,K02886,9122,Translation,03011 Ribosome [BR:ko03011],0.017388104,0.98818968
24,rplB,K02886,9122,Translation,03011 Ribosome [BR:ko03011],-1.609825704,3.29e-7
36,rplB,K02886,9122,Translation,03011 Ribosome [BR:ko03011],-0.548059593,0.003563117
0,rplC,K02906,9122,Translation,03010 Ribosome [PATH:ko03010],-0.027422315,0.999823315
12,rplC,K02906,9122,Translation,03010 Ribosome [PATH:ko03010],-0.10442833,0.858305953
24,rplC,K02906,9122,Translation,03010 Ribosome [PATH:ko03010],-1.206244864,8.62033e-4
36,rplC,K02906,9122,Translation,03010 Ribosome [PATH:ko03010],-0.610896893,0.001634367
0,rplC,K02906,9122,Translation,03011 Ribosome [BR:ko03011],-0.027422315,0.999823315
12,rplC,K02906,9122,Translation,03011 Ribosome [BR:ko03011],-0.10442833,0.858305953
24,rplC,K02906,9122,Translation,03011 Ribosome [BR:ko03011],-1.206244864,8.62033e-4
36,rplC,K02906,9122,Translation,03011 Ribosome [BR:ko03011],-0.610896893,0.001634367
0,rplD,K02926,9122,Translation,03011 Ribosome [BR:ko03011],-0.116896347,0.999823315
12,rplD,K02926,9122,Translation,03011 Ribosome [BR:ko03011],-0.185932608,0.72522605
24,rplD,K02926,9122,Translation,03011 Ribosome [BR:ko03011],-1.529539354,1.3e-6
36,rplD,K02926,9122,Translation,03011 Ribosome [BR:ko03011],-0.647240848,0.005462527
0,rplD,K02926,9122,Translation,03010 Ribosome [PATH:ko03010],-0.116896347,0.999823315
12,rplD,K02926,9122,Translation,03010 Ribosome [PATH:ko03010],-0.185932608,0.72522605
24,rplD,K02926,9122,Translation,03010 Ribosome [PATH:ko03010],-1.529539354,1.3e-6
36,rplD,K02926,9122,Translation,03010 Ribosome [PATH:ko03010],-0.647240848,0.005462527
0,rplE,K02931,9122,Translation,03010 Ribosome [PATH:ko03010],-0.161115239,0.999823315
12,rplE,K02931,9122,Translation,03010 Ribosome [PATH:ko03010],-0.107040132,0.843301208
24,rplE,K02931,9122,Translation,03010 Ribosome [PATH:ko03010],-2.079075874,1.55e-10
36,rplE,K02931,9122,Translation,03010 Ribosome [PATH:ko03010],-0.852524357,1.32e-6
0,rplE,K02931,9122,Translation,03011 Ribosome [BR:ko03011],-0.161115239,0.999823315
12,rplE,K02931,9122,Translation,03011 Ribosome [BR:ko03011],-0.107040132,0.843301208
24,rplE,K02931,9122,Translation,03011 Ribosome [BR:ko03011],-2.079075874,1.55e-10
36,rplE,K02931,9122,Translation,03011 Ribosome [BR:ko03011],-0.852524357,1.32e-6
0,rplF,K02933,9122,Translation,03011 Ribosome [BR:ko03011],-0.245855335,0.999823315
12,rplF,K02933,9122,Translation,03011 Ribosome [BR:ko03011],0.159374575,0.770899186
24,rplF,K02933,9122,Translation,03011 Ribosome [BR:ko03011],-1.783126372,2.03e-9
36,rplF,K02933,9122,Translation,03011 Ribosome [BR:ko03011],-0.804180267,3.08062e-4
0,rplF,K02933,9122,Translation,03010 Ribosome [PATH:ko03010],-0.245855335,0.999823315
12,rplF,K02933,9122,Translation,03010 Ribosome [PATH:ko03010],0.159374575,0.770899186
24,rplF,K02933,9122,Translation,03010 Ribosome [PATH:ko03010],-1.783126372,2.03e-9
36,rplF,K02933,9122,Translation,03010 Ribosome [PATH:ko03010],-0.804180267,3.08062e-4
0,rplI,K02939,9122,Translation,03010 Ribosome [PATH:ko03010],-0.351767423,0.999823315
12,rplI,K02939,9122,Translation,03010 Ribosome [PATH:ko03010],-0.205271038,0.586109927
24,rplI,K02939,9122,Translation,03010 Ribosome [PATH:ko03010],-0.875120659,0.004578638
36,rplI,K02939,9122,Translation,03010 Ribosome [PATH:ko03010],-0.440114567,0.022065901
0,rplI,K02939,9122,Translation,03011 Ribosome [BR:ko03011],-0.351767423,0.999823315
12,rplI,K02939,9122,Translation,03011 Ribosome [BR:ko03011],-0.205271038,0.586109927
24,rplI,K02939,9122,Translation,03011 Ribosome [BR:ko03011],-0.875120659,0.004578638
36,rplI,K02939,9122,Translation,03011 Ribosome [BR:ko03011],-0.440114567,0.022065901
0,rplJ,K02864,9122,Translation,03011 Ribosome [BR:ko03011],-0.163092635,0.999823315
12,rplJ,K02864,9122,Translation,03011 Ribosome [BR:ko03011],-0.287691763,0.588589239
24,rplJ,K02864,9122,Translation,03011 Ribosome [BR:ko03011],-1.953260223,1.48e-12
36,rplJ,K02864,9122,Translation,03011 Ribosome [BR:ko03011],-1.020705558,3.81e-8
0,rplJ,K02864,9122,Translation,03010 Ribosome [PATH:ko03010],-0.163092635,0.999823315
12,rplJ,K02864,9122,Translation,03010 Ribosome [PATH:ko03010],-0.287691763,0.588589239
24,rplJ,K02864,9122,Translation,03010 Ribosome [PATH:ko03010],-1.953260223,1.48e-12
36,rplJ,K02864,9122,Translation,03010 Ribosome [PATH:ko03010],-1.020705558,3.81e-8
0,rplK,K02867,9122,Translation,03010 Ribosome [PATH:ko03010],-0.168070727,0.999823315
12,rplK,K02867,9122,Translation,03010 Ribosome [PATH:ko03010],-0.485368715,0.180476331
24,rplK,K02867,9122,Translation,03010 Ribosome [PATH:ko03010],-2.103104173,7.93e-14
36,rplK,K02867,9122,Translation,03010 Ribosome [PATH:ko03010],-0.926111298,3.41e-7
0,rplK,K02867,9122,Translation,03011 Ribosome [BR:ko03011],-0.168070727,0.999823315
12,rplK,K02867,9122,Translation,03011 Ribosome [BR:ko03011],-0.485368715,0.180476331
24,rplK,K02867,9122,Translation,03011 Ribosome [BR:ko03011],-2.103104173,7.93e-14
36,rplK,K02867,9122,Translation,03011 Ribosome [BR:ko03011],-0.926111298,3.41e-7
0,rplL,K02935,9122,Translation,03010 Ribosome [PATH:ko03010],-0.112379064,0.999823315
12,rplL,K02935,9122,Translation,03010 Ribosome [PATH:ko03010],-0.268895438,0.647364057
24,rplL,K02935,9122,Translation,03010 Ribosome [PATH:ko03010],-2.368797515,3.07e-16
36,rplL,K02935,9122,Translation,03010 Ribosome [PATH:ko03010],-1.194241036,7.05e-9
0,rplL,K02935,9122,Translation,03011 Ribosome [BR:ko03011],-0.112379064,0.999823315
12,rplL,K02935,9122,Translation,03011 Ribosome [BR:ko03011],-0.268895438,0.647364057
24,rplL,K02935,9122,Translation,03011 Ribosome [BR:ko03011],-2.368797515,3.07e-16
36,rplL,K02935,9122,Translation,03011 Ribosome [BR:ko03011],-1.194241036,7.05e-9
0,rplM,K02871,9122,Translation,03010 Ribosome [PATH:ko03010],-0.26333773,0.999823315
12,rplM,K02871,9122,Translation,03010 Ribosome [PATH:ko03010],-0.213278515,0.657864981
24,rplM,K02871,9122,Translation,03010 Ribosome [PATH:ko03010],-1.691495071,8.69e-9
36,rplM,K02871,9122,Translation,03010 Ribosome [PATH:ko03010],-0.820416176,2.58e-5
0,rplM,K02871,9122,Translation,03011 Ribosome [BR:ko03011],-0.26333773,0.999823315
12,rplM,K02871,9122,Translation,03011 Ribosome [BR:ko03011],-0.213278515,0.657864981
24,rplM,K02871,9122,Translation,03011 Ribosome [BR:ko03011],-1.691495071,8.69e-9
36,rplM,K02871,9122,Translation,03011 Ribosome [BR:ko03011],-0.820416176,2.58e-5
0,rplN,K02874,9122,Translation,03011 Ribosome [BR:ko03011],-0.179845647,0.999823315
12,rplN,K02874,9122,Translation,03011 Ribosome [BR:ko03011],0.045375006,0.949148636
24,rplN,K02874,9122,Translation,03011 Ribosome [BR:ko03011],-2.125711394,9.09e-11
36,rplN,K02874,9122,Translation,03011 Ribosome [BR:ko03011],-0.640096039,3.26417e-4
0,rplN,K02874,9122,Translation,03010 Ribosome [PATH:ko03010],-0.179845647,0.999823315
12,rplN,K02874,9122,Translation,03010 Ribosome [PATH:ko03010],0.045375006,0.949148636
24,rplN,K02874,9122,Translation,03010 Ribosome [PATH:ko03010],-2.125711394,9.09e-11
36,rplN,K02874,9122,Translation,03010 Ribosome [PATH:ko03010],-0.640096039,3.26417e-4
0,rplO,K02876,9122,Translation,03011 Ribosome [BR:ko03011],-0.030767133,0.999823315
12,rplO,K02876,9122,Translation,03011 Ribosome [BR:ko03011],-0.062131474,0.913414531
24,rplO,K02876,9122,Translation,03011 Ribosome [BR:ko03011],-2.278505154,2.81e-10
36,rplO,K02876,9122,Translation,03011 Ribosome [BR:ko03011],-1.068465052,4.52e-6
0,rplO,K02876,9122,Translation,03010 Ribosome [PATH:ko03010],-0.030767133,0.999823315
12,rplO,K02876,9122,Translation,03010 Ribosome [PATH:ko03010],-0.062131474,0.913414531
24,rplO,K02876,9122,Translation,03010 Ribosome [PATH:ko03010],-2.278505154,2.81e-10
36,rplO,K02876,9122,Translation,03010 Ribosome [PATH:ko03010],-1.068465052,4.52e-6
0,rplP,K02878,9122,Translation,03010 Ribosome [PATH:ko03010],-0.114348766,0.999823315
12,rplP,K02878,9122,Translation,03010 Ribosome [PATH:ko03010],-0.030343736,0.9691069
24,rplP,K02878,9122,Translation,03010 Ribosome [PATH:ko03010],-2.193873092,2.85e-12
36,rplP,K02878,9122,Translation,03010 Ribosome [PATH:ko03010],-0.776715609,1.62216e-4
0,rplP,K02878,9122,Translation,03011 Ribosome [BR:ko03011],-0.114348766,0.999823315
12,rplP,K02878,9122,Translation,03011 Ribosome [BR:ko03011],-0.030343736,0.9691069
24,rplP,K02878,9122,Translation,03011 Ribosome [BR:ko03011],-2.193873092,2.85e-12
36,rplP,K02878,9122,Translation,03011 Ribosome [BR:ko03011],-0.776715609,1.62216e-4
0,rplQ,K02879,9122,Translation,03010 Ribosome [PATH:ko03010],0.17660739,0.999823315
12,rplQ,K02879,9122,Translation,03010 Ribosome [PATH:ko03010],0.002400972,0.996584184
24,rplQ,K02879,9122,Translation,03010 Ribosome [PATH:ko03010],-1.384786433,2.27e-5
36,rplQ,K02879,9122,Translation,03010 Ribosome [PATH:ko03010],-0.573160486,0.006128002
0,rplQ,K02879,9122,Translation,03011 Ribosome [BR:ko03011],0.17660739,0.999823315
12,rplQ,K02879,9122,Translation,03011 Ribosome [BR:ko03011],0.002400972,0.996584184
24,rplQ,K02879,9122,Translation,03011 Ribosome [BR:ko03011],-1.384786433,2.27e-5
36,rplQ,K02879,9122,Translation,03011 Ribosome [BR:ko03011],-0.573160486,0.006128002
0,rplR,K02881,9122,Translation,03011 Ribosome [BR:ko03011],-0.319520492,0.999823315
12,rplR,K02881,9122,Translation,03011 Ribosome [BR:ko03011],0.020177122,0.984242614
24,rplR,K02881,9122,Translation,03011 Ribosome [BR:ko03011],-1.732835007,6.95e-10
36,rplR,K02881,9122,Translation,03011 Ribosome [BR:ko03011],-0.725631827,6.24728e-4
0,rplR,K02881,9122,Translation,03010 Ribosome [PATH:ko03010],-0.319520492,0.999823315
12,rplR,K02881,9122,Translation,03010 Ribosome [PATH:ko03010],0.020177122,0.984242614
24,rplR,K02881,9122,Translation,03010 Ribosome [PATH:ko03010],-1.732835007,6.95e-10
36,rplR,K02881,9122,Translation,03010 Ribosome [PATH:ko03010],-0.725631827,6.24728e-4
0,rplS,K02884,9122,Translation,03011 Ribosome [BR:ko03011],-0.038967008,0.999823315
12,rplS,K02884,9122,Translation,03011 Ribosome [BR:ko03011],-0.35166458,0.454113999
24,rplS,K02884,9122,Translation,03011 Ribosome [BR:ko03011],-2.230444834,1.59e-12
36,rplS,K02884,9122,Translation,03011 Ribosome [BR:ko03011],-0.936964627,2.07e-6
0,rplS,K02884,9122,Translation,03010 Ribosome [PATH:ko03010],-0.038967008,0.999823315
12,rplS,K02884,9122,Translation,03010 Ribosome [PATH:ko03010],-0.35166458,0.454113999
24,rplS,K02884,9122,Translation,03010 Ribosome [PATH:ko03010],-2.230444834,1.59e-12
36,rplS,K02884,9122,Translation,03010 Ribosome [PATH:ko03010],-0.936964627,2.07e-6
0,rplT,K02887,9122,Translation,03010 Ribosome [PATH:ko03010],-0.199874649,0.999823315
12,rplT,K02887,9122,Translation,03010 Ribosome [PATH:ko03010],-0.271704756,0.563062435
24,rplT,K02887,9122,Translation,03010 Ribosome [PATH:ko03010],-1.916210929,1.67e-8
36,rplT,K02887,9122,Translation,03010 Ribosome [PATH:ko03010],-0.91336099,4.4e-8
0,rplT,K02887,9122,Translation,03011 Ribosome [BR:ko03011],-0.199874649,0.999823315
12,rplT,K02887,9122,Translation,03011 Ribosome [BR:ko03011],-0.271704756,0.563062435
24,rplT,K02887,9122,Translation,03011 Ribosome [BR:ko03011],-1.916210929,1.67e-8
36,rplT,K02887,9122,Translation,03011 Ribosome [BR:ko03011],-0.91336099,4.4e-8
0,rplU,K02888,9122,Translation,03010 Ribosome [PATH:ko03010],-0.16544472,0.999823315
12,rplU,K02888,9122,Translation,03010 Ribosome [PATH:ko03010],-0.331378081,0.453682204
24,rplU,K02888,9122,Translation,03010 Ribosome [PATH:ko03010],-1.92229731,5.88e-11
36,rplU,K02888,9122,Translation,03010 Ribosome [PATH:ko03010],-0.763970072,2.13522e-4
0,rplU,K02888,9122,Translation,03011 Ribosome [BR:ko03011],-0.16544472,0.999823315
12,rplU,K02888,9122,Translation,03011 Ribosome [BR:ko03011],-0.331378081,0.453682204
24,rplU,K02888,9122,Translation,03011 Ribosome [BR:ko03011],-1.92229731,5.88e-11
36,rplU,K02888,9122,Translation,03011 Ribosome [BR:ko03011],-0.763970072,2.13522e-4
0,rplV,K02890,9122,Translation,03010 Ribosome [PATH:ko03010],-0.104838914,0.999823315
12,rplV,K02890,9122,Translation,03010 Ribosome [PATH:ko03010],-0.078001435,0.8993601
24,rplV,K02890,9122,Translation,03010 Ribosome [PATH:ko03010],-1.74111892,6.91e-10
36,rplV,K02890,9122,Translation,03010 Ribosome [PATH:ko03010],-0.482746353,0.018471668
0,rplV,K02890,9122,Translation,03011 Ribosome [BR:ko03011],-0.104838914,0.999823315
12,rplV,K02890,9122,Translation,03011 Ribosome [BR:ko03011],-0.078001435,0.8993601
24,rplV,K02890,9122,Translation,03011 Ribosome [BR:ko03011],-1.74111892,6.91e-10
36,rplV,K02890,9122,Translation,03011 Ribosome [BR:ko03011],-0.482746353,0.018471668
0,rplW,K02892,9122,Translation,03011 Ribosome [BR:ko03011],-0.071085893,0.999823315
12,rplW,K02892,9122,Translation,03011 Ribosome [BR:ko03011],-0.218602928,0.638983835
24,rplW,K02892,9122,Translation,03011 Ribosome [BR:ko03011],-1.558326897,5.34e-6
36,rplW,K02892,9122,Translation,03011 Ribosome [BR:ko03011],-0.721240568,3.88e-5
0,rplW,K02892,9122,Translation,03010 Ribosome [PATH:ko03010],-0.071085893,0.999823315
12,rplW,K02892,9122,Translation,03010 Ribosome [PATH:ko03010],-0.218602928,0.638983835
24,rplW,K02892,9122,Translation,03010 Ribosome [PATH:ko03010],-1.558326897,5.34e-6
36,rplW,K02892,9122,Translation,03010 Ribosome [PATH:ko03010],-0.721240568,3.88e-5
0,rplX,K02895,9122,Translation,03010 Ribosome [PATH:ko03010],-0.288175147,0.999823315
12,rplX,K02895,9122,Translation,03010 Ribosome [PATH:ko03010],0.22311376,0.739381685
24,rplX,K02895,9122,Translation,03010 Ribosome [PATH:ko03010],-2.113894904,7.52e-11
36,rplX,K02895,9122,Translation,03010 Ribosome [PATH:ko03010],-0.511224903,0.014472792
0,rplX,K02895,9122,Translation,03011 Ribosome [BR:ko03011],-0.288175147,0.999823315
12,rplX,K02895,9122,Translation,03011 Ribosome [BR:ko03011],0.22311376,0.739381685
24,rplX,K02895,9122,Translation,03011 Ribosome [BR:ko03011],-2.113894904,7.52e-11
36,rplX,K02895,9122,Translation,03011 Ribosome [BR:ko03011],-0.511224903,0.014472792
0,rpmA,K02899,9122,Translation,03010 Ribosome [PATH:ko03010],-0.04131152,0.999823315
12,rpmA,K02899,9122,Translation,03010 Ribosome [PATH:ko03010],-0.339835193,0.443371353
24,rpmA,K02899,9122,Translation,03010 Ribosome [PATH:ko03010],-1.848969984,4.71e-11
36,rpmA,K02899,9122,Translation,03010 Ribosome [PATH:ko03010],-0.586517307,0.006666289
0,rpmA,K02899,9122,Translation,03011 Ribosome [BR:ko03011],-0.04131152,0.999823315
12,rpmA,K02899,9122,Translation,03011 Ribosome [BR:ko03011],-0.339835193,0.443371353
