rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
83	1	2	2	0.41508390179678073	-2.3598595432853062	N/A	86.66972845852598	C9H11NO3	[M + H]+	OUYCCCASQSFEME	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)	tyrosine	C1=CC(=CC=C1CC(C(=O)O)N)O	0.267655462	1153;6057;71098;134618;450407;450408;450409;450610;2724449;3741725;4300518;5460804;5460805;5460807;5460811;5460812;5460814;5460819;5460820;5460822;10513366;10657063;6919035;6942100;12144755;12209698;12209699;12209703;12209704;12209705;12209706;12209707;12209714;12209715;12209716;12209718;12209719;12209720;12209722;12209728;12209730;12209731;10035292;10081061;10176393;10261774;10285839;11819702;11344427;10419891;16057302;16121128;16121129;18761740;16213418;16213445;16213583;16217563;22525020;22525021;22525022;25033054;24209846;24209847;25240685;25240941;25241510;25241511;46198802;46198803;46200025;46200026;46200027;46200028;46200029;46200030;46200031;46200180;46200178;46200179;46200181;46200182;46200183;46200184;46200325;46200326;46200327;46200328;46200329;46200486;51038299;51038519;46932123;54170871;54170875;56613523;56615578;56846617;66995444;67616738;71524149;71308851;87528069;87206347;90695549;91056413;90471999;90472602;101207897;102122882;102134361;102176480;101397207;101397208;101473587;102352870;102352865;102352866;102352868;102352869;102601143;102601262;102602318;102445951;102467108;119078552;118264389;118404240;121232915;121232916;124202800;124202884;129691772;129718953;129827297;131708673;131869542;138986902	HMDB:(158);PubChem class - food;SuperNatural:(SN00321715 SN00001300);ZINC bio:(ZINC00002234 ZINC00266964);additional;HSDB:(60-18-4);MeSH:(6057);Plantcyc:(TYR);PubMed;NORMAN:(NS00001880);COCONUT:(CNP0082847 CNP0082848 CNP0116237 CNP0273041);KNApSAcK:(1397);Natural Products:(UNPD23045 UNPD50706);PubChem:(1153 6057 71098 134618 450407 450408 450409 450610 2724449 3741725 4300518 5460804 5460805 5460807 5460811 5460812 5460814 5460819 5460820 5460822 10513366 10657063 6919035 6942100 12144755 12209698 12209699 12209703 12209704 12209705 12209706 12209707 12209714 12209715 12209716 12209718 12209719 12209720 12209722 12209728 12209730 12209731 10035292 10081061 10176393 10261774 10285839 11819702 11344427 10419891 16057302 16121128 16121129 18761740 16213418 16213445 16213583 16217563 22525020 22525021 22525022 25033054 24209846 24209847 25240685 25240941 25241510 25241511 46198802 46198803 46200025 46200026 46200027 46200028 46200029 46200030 46200031 46200180 46200178 46200179 46200181 46200182 46200183 46200184 46200325 46200326 46200327 46200328 46200329 46200486 51038299 51038519 46932123 54170871 54170875 56613523 56615578 56846617 66995444 67616738 71524149 71308851 87528069 87206347 90695549 91056413 90471999 90472602 101207897 102122882 102134361 102176480 101397207 101397208 101473587 102352870 102352865 102352866 102352868 102352869 102601143 102601262 102602318 102445951 102467108 119078552 118264389 118404240 121232915 121232916 124202800 124202884 129691772 129718953 129827297 131708673 131869542 138986902);CHEBI:(32760 32784 28479 32773 58315 32761 32775 32774 17895 32762 58570 18186 32786 32785);PubChem class - bio and metabolites;KEGG:(C00082 C06420 C01536);PubChem class - safety and toxic;YMDB:(364 805);Training Set;PubChem class - drug;Biocyc:(D-TYROSINE TYR)	255847294	182.08126068115234	568.852	115_200929_Poo_TruePooMortality_DDApos_115
84	2	2	3	0.411770236067014	-19.93961525696775	N/A	52.721774223317176	C9H18O8	[M + H3N + H]+	AQTKXCPRNZDOJU	InChI=1S/C9H18O8/c10-1-4(2-11)16-9-8(15)7(14)6(13)5(3-12)17-9/h4-15H,1-3H2	Lilioside B	C(C1C(C(C(C(O1)OC(CO)CO)O)O)O)O	-2.9922502	443265;4489683;9816473;9992463;10106330;11959967;21775658;21777192;46202935;57369524;57695703;68841466;71716605;70640512;71777457;71102198;70321050;92295560;92295567;95162430;101187319;117660649;124146473;131706814;134866598	SuperNatural:(SN00337033 SN00389853 SN00395276 SN00035548);ZINC bio:(ZINC04099161 ZINC06360512 ZINC06360546 ZINC71332378);MeSH:(10106330);PubMed;COCONUT:(CNP0264831);KNApSAcK:(43505);Natural Products:(UNPD92157 UNPD9807 UNPD160158);PubChem:(443265 4489683 9816473 9992463 10106330 11959967 21775658 21777192 46202935 57369524 57695703 68841466 71716605 70640512 71777457 71102198 70321050 92295560 92295567 95162430 101187319 117660649 124146473 131706814 134866598);CHEBI:(111508 82766 17765);PubChem class - bio and metabolites;KEGG:(C11546);Biocyc:(2-ARYLPROPIONATE 2-BETA-D-GLUCOSYL-SN-GLYCEROL CPD-16855)	19966326	272.13397216796875	637.671	142_200929_Poo_TruePooMortality_DDApos_142
85	1	1	3	0.408618688641918	-65.21888250129933	N/A	68.20336458913735	C9H16O9	[M + H3N + H]+	DDXCFDOPXBPUJC	InChI=1S/C9H16O9/c10-1-3-5(12)6(13)7(14)9(17-3)18-4(2-11)8(15)16/h3-7,9-14H,1-2H2,(H,15,16)	mannosylglycerate	C(C1C(C(C(C(O1)OC(CO)C(=O)O)O)O)O)O	-3.0999999	656416;443262;5460194;9814004;25202898;46199512;46199513;46878394;53262367;57605158;57605159;70890994;71312248;91200610;101926806;134610731;134610738;134610742;135130451;135130452;135130461;135130469;135134726;135134729	COCONUT:(CNP0103360 CNP0224061);Natural Products:(UNPD156756 UNPD164446 UNPD181506 UNPD116056);PubChem:(656416 443262 5460194 9814004 25202898 46199512 46199513 46878394 53262367 57605158 57605159 70890994 71312248 91200610 101926806 134610731 134610738 134610742 135130451 135130452 135130461 135130469 135134726 135134729);SuperNatural:(SN00313803 SN00311515 SN00243208 SN00317509);CHEBI:(15847 62510 62509 57541 141585);PubChem class - bio and metabolites;MeSH:(443262 5460194 46878394 101926806);KEGG:(C19792 C11544);Plantcyc:(2-O-ALPHA-MANNOSYL-D-GLYCERATE CPD-9190);PubMed;Biocyc:(CPD-9190 2-O-ALPHA-MANNOSYL-D-GLYCERATE)	20089190	286.11316935221356	617.359	134_200929_Poo_TruePooMortality_DDApos_134
86	1	1	1	0.39638581810652285	-78.82286659460149	N/A	7.716049660407829	C6H10N2O2	[M + H]+	WQXNXVUDBPYKBA	InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)	ectoine	CC1=NCCC(N1)C(=O)O	-0.800000012	690;126041;6993223;23112839;25246277;45107271;44629505;58318538;91350612;135909576;137208342	SuperNatural:(SN00213400 SN00323407 SN00310822 SN00297657);ZINC bio:(ZINC01612568);additional;MeSH:(690 126041);PubMed;NORMAN:(NS00005788);COCONUT:(CNP0167414 CNP0261015);Natural Products:(UNPD43766 UNPD6840 UNPD14288);PubChem:(690 126041 6993223 23112839 25246277 45107271 44629505 58318538 91350612 135909576 137208342);CHEBI:(58515 63475 27592);PubChem class - bio and metabolites;KEGG:(C06231);Training Set;Biocyc:(ECTOINE)	20769126	143.08328247070312	390.115	75_200929_Poo_TruePooMortality_DDApos_75
87	1	2	2	0.3802574916172999	-29.181896079499857	N/A	44.19959163570529	C11H21N3O4	[M - H2O + H]+	XITLYYAIPBBHPX	InChI=1S/C11H21N3O4/c1-3-6(2)9(11(17)18)14-10(16)7(12)4-5-8(13)15/h6-7,9H,3-5,12H2,1-2H3,(H2,13,15)(H,14,16)(H,17,18)	L-Isoleucine, L-glutaminyl-	CCC(C)C(C(=O)O)NC(=O)C(CCC(=O)N)N	-0.935867846	18218207;57315376	COCONUT:(CNP0271733);HMDB:(28800);Training Set;PubChem:(18218207 57315376);additional	2637834	242.15000915527344	167.455	44_200929_Poo_TruePooMortality_DDApos_44
88	1	1	1	0.3801914597782424	-19.443423704712632	N/A	22.5533696284805	C7H7NO2	[M + H]+	WWNNZCOKKKDOPX	InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3/p+1	Gynesine	C[N+]1=CC=CC(=C1)C(=O)O	0.5	5570;5571;76974593;76974595	HMDB:(875);SuperNatural:(SN00000081 SN00317202);ZINC bio:(ZINC00001082);additional;HSDB:(535-83-1);MeSH:(5570);Plantcyc:(METHYLNICOTINATE);PubMed;NORMAN:(NS00014578);COCONUT:(CNP0096012 CNP0311513 CNP0337775);KNApSAcK:(1555);Natural Products:(UNPD54078 UNPD75402);PubChem:(5570 5571 76974593 76974595);CHEBI:(50521 18123);PubChem class - bio and metabolites;KEGG:(C01004);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(METHYLNICOTINATE)	121564030	138.05493927001953	522.125	91_200929_Poo_TruePooMortality_DDApos_91
89	1	1	1	0.36884840081848785	-11.801874169916216	N/A	67.9510001829254	C11H22N2O3	[M + H]+	PNVLWFYAPWAQMU	InChI=1S/C11H22N2O3/c1-5-7(4)9(11(15)16)13-10(14)8(12)6(2)3/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)	Valylisoleucine	CCC(C)C(C(=O)O)NC(=O)C(C(C)C)N	0.620239735	7010531;7010532;5246012;5246013;13879963;61159029;61173671;61174009;65549609;65549611;79013331;92332029;93606478;129360317;133126360	HMDB:(29130);PubChem:(7010531 7010532 5246012 5246013 13879963 61159029 61173671 61174009 65549609 65549611 79013331 92332029 93606478 129360317 133126360);CHEBI:(75012);additional;PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-20390)	17319978	231.17032368977866	124.048	11_200929_Poo_TruePooMortality_DDApos_11
90	1	1	1	0.368591397424435	-70.83858148211525	N/A	15.538330023597362	C4H7N3	[M + H]+	JKYQSWDQLDFSSJ	InChI=1S/C4H7N3/c1-7-3-6-2-4(7)5/h2-3H,5H2,1H3	1-methyl-1H-imidazol-5-amine	CN1C=NC=C1N	-0.300000012	14351759	PubChem class - safety and toxic;PubChem:(14351759);ZINC bio:(ZINC13354653);KEGG Mine	8657051650	98.07159423828125	1290.448	201_200929_Poo_TruePooMortality_DDApos_201
91	1	1	3	0.3675601959939978	-39.77861686018421	N/A	13.128726498593323	C9H18O8	[M + H3N + H]+	AQTKXCPRNZDOJU	InChI=1S/C9H18O8/c10-1-4(2-11)16-9-8(15)7(14)6(13)5(3-12)17-9/h4-15H,1-3H2	Lilioside B	C(C1C(C(C(C(O1)OC(CO)CO)O)O)O)O	-2.9922502	443265;4489683;9816473;9992463;10106330;11959967;21775658;21777192;46202935;57369524;57695703;68841466;71716605;70640512;71777457;71102198;70321050;92295560;92295567;95162430;101187319;117660649;124146473;131706814;134866598	SuperNatural:(SN00337033 SN00389853 SN00395276 SN00035548);ZINC bio:(ZINC04099161 ZINC06360512 ZINC06360546 ZINC71332378);MeSH:(10106330);PubMed;COCONUT:(CNP0264831);KNApSAcK:(43505);Natural Products:(UNPD92157 UNPD9807 UNPD160158);PubChem:(443265 4489683 9816473 9992463 10106330 11959967 21775658 21777192 46202935 57369524 57695703 68841466 71716605 70640512 71777457 71102198 70321050 92295560 92295567 95162430 101187319 117660649 124146473 131706814 134866598);CHEBI:(111508 82766 17765);PubChem class - bio and metabolites;KEGG:(C11546);Biocyc:(2-ARYLPROPIONATE 2-BETA-D-GLUCOSYL-SN-GLYCEROL CPD-16855)	19966326	272.1340026855469	638.763	144_200929_Poo_TruePooMortality_DDApos_144
92	1	1	1	0.3660563270093428	-53.27078460306069	N/A	41.617777339341124	C6H14N2O	[M + H]+	WFCSWCVEJLETKA	InChI=1S/C6H14N2O/c9-6-5-8-3-1-7-2-4-8/h7,9H,1-6H2	1-Piperazinethanol	C1CN(CCN1)CCO	-1.10000002	7677;3904578;3931952;28102464;46783607;57736167;57736172;57736174;87731533;126455939	NORMAN:(NS00019633);PubChem:(7677 3904578 3931952 28102464 46783607 57736167 57736172 57736174 87731533 126455939);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed;KEGG Mine	8674082882	131.1179962158203	8.446	3_200929_Poo_TruePooMortality_DDApos_3
93	1	2	2	0.33821983014726004	-75.1125855080605	N/A	19.63442929876472	C4H7N3	[M + H]+	JKYQSWDQLDFSSJ	InChI=1S/C4H7N3/c1-7-3-6-2-4(7)5/h2-3H,5H2,1H3	1-methyl-1H-imidazol-5-amine	CN1C=NC=C1N	-0.300000012	14351759	PubChem class - safety and toxic;PubChem:(14351759);ZINC bio:(ZINC13354653);KEGG Mine	8657051650	98.07165908813477	1291.748	206_200929_Poo_TruePooMortality_DDApos_206
94	1	1	1	0.33589016361310114	-17.18945804498952	N/A	85.74656170216203	C10H19N3O4	[M + H]+	MQLZLIYPFDIDMZ	InChI=1S/C10H19N3O4/c1-3-5(2)8(10(16)17)13-9(15)6(11)4-7(12)14/h5-6,8H,3-4,11H2,1-2H3,(H2,12,14)(H,13,15)(H,16,17)	2-[(2,4-diamino-4-oxobutanoyl)amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)C(CC(=O)N)N	-1.38508058	17805101;56991460;61172790;61174338	COCONUT:(CNP0346728);HMDB:(28734);PubChem:(17805101 56991460 61172790 61174338);CHEBI:(141421);additional;Training Set	2637866	246.1449737548828	170.762	49_200929_Poo_TruePooMortality_DDApos_49
95	1	1	1	0.3312790337542108	-120.58049336886532	N/A	66.64048981102906	C12H21NO	[M + H]+	PRFPQYGTPKDLHJ	InChI=1S/C12H21NO/c14-12-7-3-2-6-11(12)10-13-8-4-1-5-9-13/h11H,1-10H2	Pimeclone	C1CCN(CC1)CC2CCCCC2=O	1.89999998	667442;197861;752897;3508448;6918915;6937173	PubChem:(667442 197861 752897 3508448 6918915 6937173);PubMed;CHEBI:(134854)	98	196.1696548461914	139.039	16_200929_Poo_TruePooMortality_DDApos_16
96	1	1	1	0.3283756512414794	-55.387271930240054	N/A	62.89174201318339	C6H13NO2	[M + H]+	VKZGJEWGVNFKPE	InChI=1S/C6H13NO2/c1-5(2)3-7-4-6(8)9/h5,7H,3-4H2,1-2H3,(H,8,9)	Glycine, N-(2-methylpropyl)-	CC(C)CNCC(=O)O	-1.60000002	10261121;28897031	MeSH:(10261121);Training Set;PubChem:(10261121 28897031);PubMed;PubChem class - bio and metabolites	16793670	132.10196431477866	459.08	79_200929_Poo_TruePooMortality_DDApos_79
97	1	1	1	0.32628894346308923	-48.157355081545674	N/A	37.718800874354116	C10H22O5	[M + H3N + H]+	GTAKOUPXIUWZIA	InChI=1S/C10H22O5/c1-2-12-5-6-14-9-10-15-8-7-13-4-3-11/h11H,2-10H2,1H3	3,6,9,12-Tetraoxatetradecan-1-ol	CCOCCOCCOCCOCCO	-0.180435359	79734	NORMAN:(NS00019528);COCONUT:(CNP0219387);Natural Products:(UNPD146552);PubChem:(79734);SuperNatural:(SN00314808);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed	87326786	240.1806182861328	163.804	29_200929_Poo_TruePooMortality_DDApos_29
98	1	1	1	0.32479738794774415	-74.1121556874045	N/A	30.29477565523328	C6H8N2O	[M + H]+	USXFUKQCOMJBKF	InChI=1S/C6H8N2O/c1-2-5-6(9)8-4-3-7-5/h3-4H,2H2,1H3,(H,8,9)	3-ethyl-1H-pyrazin-2-one	CCC1=NC=CNC1=O	-0.300000012	117601	NORMAN:(NS00047479);PubChem:(117601);ZINC bio:(ZINC15205036)	270338	125.07096862792969	173.734	51_200929_Poo_TruePooMortality_DDApos_51
99	1	1	1	0.32248140807852904	-77.98820965458658	N/A	19.853952566778048	C7H17NO4S	[M + H]+	YZXKSWOZZOZURZ	InChI=1S/C7H17NO4S/c1-2-12-6-5-8-4-3-7-13(9,10)11/h8H,2-7H2,1H3,(H,9,10,11)	null	CCOCCNCCCS(=O)(=O)O	-3.0	42627258	PubChem:(42627258);PubChem class - bio and metabolites	16777218	212.09498596191406	176.301	52_200929_Poo_TruePooMortality_DDApos_52
100	1	1	1	0.3109541785938128	-12.686229039978459	N/A	19.14484827316507	C6H5NO2	[M + H]+	PVNIIMVLHYAWGP	InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)	Direktan	C1=CC(=CN=C1)C(=O)O	0.385600626	937;938;644263;12198448;21829311;21829312;22172455;45040022;46782473;46782474;46782475;58302152;58302155;76972985;76974721;117629482;131709065	HMDB:(1488);PubChem class - food;SuperNatural:(SN00000155);ZINC bio:(ZINC00001795);additional;HSDB:(59-67-6);MeSH:(937 938);Plantcyc:(CPDQT-16 NIACINE);PubMed;NORMAN:(NS00003500);COCONUT:(CNP0290140 CNP0319168);KNApSAcK:(208);Natural Products:(UNPD79707);PubChem:(937 938 644263 12198448 21829311 21829312 22172455 45040022 46782473 46782474 46782475 58302152 58302155 76972985 76974721 117629482 131709065);CHEBI:(15940 32544);PubChem class - bio and metabolites;KEGG:(C00253);PubChem class - safety and toxic;YMDB:(224);Training Set;PubChem class - drug;Biocyc:(NIACINE SMA-0000465)	255847294	124.03945922851562	166.683	32_200929_Poo_TruePooMortality_DDApos_32
101	1	1	1	0.3052705416717995	-17.69484055685655	N/A	12.609548412503502	C7H7NO2	[M + H]+	WWNNZCOKKKDOPX	InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3/p+1	Gynesine	C[N+]1=CC=CC(=C1)C(=O)O	0.5	5570;5571;76974593;76974595	HMDB:(875);SuperNatural:(SN00000081 SN00317202);ZINC bio:(ZINC00001082);additional;HSDB:(535-83-1);MeSH:(5570);Plantcyc:(METHYLNICOTINATE);PubMed;NORMAN:(NS00014578);COCONUT:(CNP0096012 CNP0311513 CNP0337775);KNApSAcK:(1555);Natural Products:(UNPD54078 UNPD75402);PubChem:(5570 5571 76974593 76974595);CHEBI:(50521 18123);PubChem class - bio and metabolites;KEGG:(C01004);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(METHYLNICOTINATE)	121564030	138.05490112304688	520.091	90_200929_Poo_TruePooMortality_DDApos_90
102	1	1	1	0.3036119614176236	-77.98066578838352	N/A	47.52017467564026	C7H17NO4S	[M + H]+	YZXKSWOZZOZURZ	InChI=1S/C7H17NO4S/c1-2-12-6-5-8-4-3-7-13(9,10)11/h8H,2-7H2,1H3,(H,9,10,11)	null	CCOCCNCCCS(=O)(=O)O	-3.0	42627258	PubChem:(42627258);PubChem class - bio and metabolites	16777218	212.09515380859375	654.263	154_200929_Poo_TruePooMortality_DDApos_154
103	1	1	1	0.29407001898743823	-29.308094005584977	N/A	73.76771681058655	C6H7N5O	[M + H]+	FZWGECJQACGGTI	InChI=1S/C6H7N5O/c1-11-2-8-4-3(11)5(12)10-6(7)9-4/h2H,1H3,(H3,7,9,10,12)	Epiguanine	CN1C=NC2=C1C(=O)NC(=N2)N	-1.10000002	135616955;137162751;137243406;135398679;136867305;136916140	HMDB:(897);ZINC bio:(ZINC08613011);additional;MeSH:(135398679);PubMed;NORMAN:(NS00004152);COCONUT:(CNP0303316);Natural Products:(UNPD59752);PubChem:(135616955 137162751 137243406 135398679 136867305 136916140);CHEBI:(46894 28664 46897);PubChem class - bio and metabolites;KEGG:(C02242);YMDB:(986);Training Set;Biocyc:(CPD0-2377)	19786094	166.07239786783853	560.919	113_200929_Poo_TruePooMortality_DDApos_113
104	1	1	1	0.2925405039341559	-125.81945870254809	N/A	53.41105169317911	C6H10N2O3	[M + H]+	RNRMBJKSBHBTFK	InChI=1S/C6H10N2O3/c1-4(9)2-6(11)8-3-5(7)10/h2-3H2,1H3,(H2,7,10)(H,8,11)	n-(2-amino-2-oxoethyl)-3-oxobutanamide	CC(=O)CC(=O)NCC(=O)N	-1.70000005	87958	PubChem:(87958);NORMAN:(NS00026266)	262146	159.07636515299478	692.558	164_200929_Poo_TruePooMortality_DDApos_164
105	1	1	1	0.2915091545307317	-172.3443035832618	N/A	41.40948360719493	C8H10N4O	[M + H]+	VRTYNHUAGLAXJE	InChI=1S/C8H10N4O/c13-4-3-10-8-7-6(1-2-9-7)11-5-12-8/h1-2,5,9,13H,3-4H2,(H,10,11,12)	2-(5H-pyrrolo[3,2-d]pyrimidin-4-ylamino)ethanol	C1=CNC2=C1N=CN=C2NCCO	0.100000001	5747165	PubChem:(5747165);PubChem class - safety and toxic	67108866	179.0926055908203	1290.448	202_200929_Poo_TruePooMortality_DDApos_202
106	1	2	2	0.2876585788991586	-83.9803163824059	N/A	69.42337033725158	C8H16O6	[M + H3N + H]+	YAXKICQBFWUCLI	InChI=1S/C8H16O6/c1-6(10)14-5-8(12)4-13-3-7(11)2-9/h7-9,11-12H,2-5H2,1H3	3-(2,3-Dihydroxypropoxy)-2-hydroxypropyl acetate	CC(=O)OCC(COCC(CO)O)O	-2.0	108379	PubChem:(108379);NORMAN:(NS00055784)	262146	226.12850443522134	167.451	43_200929_Poo_TruePooMortality_DDApos_43
107	1	1	1	0.28199820824931	-117.71258437310863	N/A	5.562897294458734	C6H10N2O2	[M + H]+	WQXNXVUDBPYKBA	InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)	ectoine	CC1=NCCC(N1)C(=O)O	-0.800000012	690;126041;6993223;23112839;25246277;45107271;44629505;58318538;91350612;135909576;137208342	SuperNatural:(SN00213400 SN00323407 SN00310822 SN00297657);ZINC bio:(ZINC01612568);additional;MeSH:(690 126041);PubMed;NORMAN:(NS00005788);COCONUT:(CNP0167414 CNP0261015);Natural Products:(UNPD43766 UNPD6840 UNPD14288);PubChem:(690 126041 6993223 23112839 25246277 45107271 44629505 58318538 91350612 135909576 137208342);CHEBI:(58515 63475 27592);PubChem class - bio and metabolites;KEGG:(C06231);Training Set;Biocyc:(ECTOINE)	20769126	143.0832748413086	388.886	74_200929_Poo_TruePooMortality_DDApos_74
108	1	1	2	0.2798743434084225	-91.19609842961064	N/A	22.492557752853116	C5H12NO3P	[M + H]+	LEJHSTQMBAEWEX	InChI=1S/C5H12NO3P/c7-10(8,9)5-3-1-2-4-6-5/h5-6H,1-4H2,(H2,7,8,9)	ACMC-20mabu	C1CCNC(C1)P(=O)(O)O	-3.29999995	2785326;10931788;11829783;19431380	COCONUT:(CNP0069756);PubChem:(2785326 10931788 11829783 19431380);SuperNatural:(SN00064892 SN00063918);ZINC bio:(ZINC02568737 ZINC03957785)	3153922	166.06446838378906	1275.618	197_200929_Poo_TruePooMortality_DDApos_197
109	1	1	1	0.27701060382774556	-87.55753233840846	N/A	21.004303762775066	C7H17NO4S	[M + H]+	CNXPCGBLGHKAIL	InChI=1S/C7H17NO4S/c1-8(2,5-6-9)4-3-7-13(10,11)12/h9H,3-7H2,1-2H3/p+1	non detergent sulfobetaine 211	C[N+](C)(CCCS(=O)(=O)O)CCO	-1.20000005	3016020;4985784;102269415	NORMAN:(NS00059037);PubChem class - safety and toxic;PubChem:(3016020 4985784 102269415);CHEBI:(63103);PubChem class - bio and metabolites	84148258	212.0950927734375	474.754	80_200929_Poo_TruePooMortality_DDApos_80
110	1	1	1	0.2714517829474577	-84.22034664849649	N/A	26.82918843338277	C5H12NO3P	[M + H]+	LEJHSTQMBAEWEX	InChI=1S/C5H12NO3P/c7-10(8,9)5-3-1-2-4-6-5/h5-6H,1-4H2,(H2,7,8,9)	ACMC-20mabu	C1CCNC(C1)P(=O)(O)O	-3.29999995	2785326;10931788;11829783;19431380	COCONUT:(CNP0069756);PubChem:(2785326 10931788 11829783 19431380);SuperNatural:(SN00064892 SN00063918);ZINC bio:(ZINC02568737 ZINC03957785)	3153922	166.06454467773438	764.474	171_200929_Poo_TruePooMortality_DDApos_171
111	1	1	1	0.2575183074384721	-64.49817212956337	N/A	59.23754474341247	C9H18N2O4	[M + H]+	GVRKWABULJAONN	InChI=1S/C9H18N2O4/c1-4(2)6(10)8(13)11-7(5(3)12)9(14)15/h4-7,12H,10H2,1-3H3,(H,11,13)(H,14,15)	L-Threonine, L-valyl-	CC(C)C(C(=O)NC(C(C)O)C(=O)O)N	-0.996737063	4046492;9815826;61156961;79012809;92259306;92259307;104965309;124306824;124422925	COCONUT:(CNP0292075);HMDB:(29137);PubChem:(4046492 9815826 61156961 79012809 92259306 92259307 104965309 124306824 124422925);CHEBI:(90330);additional;PubChem class - bio and metabolites;Training Set	19415082	219.13392130533853	167.266	35_200929_Poo_TruePooMortality_DDApos_35
112	1	1	1	0.25584128118476857	-42.22145262505521	N/A	10.316615650222722	C7H7NO2	[M + H]+	SKZKKFZAGNVIMN	InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)	Amidosal	C1=CC=C(C(=C1)C(=O)N)O	0.419108123	5147;101758629;138396055	HMDB:(15687);PubChem class - food;SuperNatural:(SN00000185);ZINC bio:(ZINC00002055);additional;HSDB:(65-45-2);MeSH:(5147);PubMed;NORMAN:(NS00006293);COCONUT:(CNP0242708);PubChem:(5147 101758629 138396055);YMDB Mine;CHEBI:(32114);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(SALICYLAMIDE);KEGG Mine	60385159790	138.05567932128906	336.918	71_200929_Poo_TruePooMortality_DDApos_71
113	1	1	1	0.2535402312108331	-18.035939520695635	N/A	58.86848363278697	C12H25N5O3	[M + H]+	SENJXOPIZNYLHU	InChI=1S/C12H25N5O3/c1-7(2)6-8(13)10(18)17-9(11(19)20)4-3-5-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16)	Leucylarginine	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)N	-0.768455803	152914;1779192;1800397;1800398;3800205;124433155	HMDB:(28923);SuperNatural:(SN00323103 SN00062151);ZINC bio:(ZINC02124468 ZINC02149383);additional;MeSH:(152914 3800205);PubMed;COCONUT:(CNP0325109 CNP0337600);Natural Products:(UNPD87702);PubChem:(152914 1779192 1800397 1800398 3800205 124433155);CHEBI:(73528);PubChem class - bio and metabolites;Training Set;KEGG Mine	8610439278	288.2029724121094	624.75	136_200929_Poo_TruePooMortality_DDApos_136
114	1	2	2	0.2439992060456272	-165.90408301745242	N/A	26.303802102684937	C8H10N4O	[M + H]+	NNODQXZFTXWGTR	InChI=1S/C8H11N4O/c1-10-4-9-7-6(8(10)13)11(2)5-12(7)3/h4-5H,1-3H3/q+1	null	CN1C=NC2=C(C1=O)N(C=[N+]2C)C	-0.200000003	10406096	Natural Products:(UNPD99804);PubChem:(10406096);SuperNatural:(SN00289771)	1081346	179.09270477294922	1291.748	207_200929_Poo_TruePooMortality_DDApos_207
115	3	1	3	0.243025032103597	-29.228268165917953	N/A	43.19628543120176	C8H18O5	[M + H3N + H]+	UWHCKJMYHZGTIT	InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2	Tetraglycol	C(COCCOCCOCCO)O	-1.60000002	8200;24806090;100996607	HMDB:(94708);PubChem class - food;SuperNatural:(SN00322133);Maconda:(CON00071);ZINC bio:(ZINC01591820);additional;HSDB:(112-60-7);MeSH:(8200);PubMed;NORMAN:(NS00009833);COCONUT:(CNP0180147);Natural Products:(UNPD121889);PubChem:(8200 24806090 100996607);CHEBI:(44920);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8812029550	212.14920806884766	164.25	31_200929_Poo_TruePooMortality_DDApos_31
